,id,name,budget,original_title,vote_average,vote_count
2,73935,Horror,16000000,Vamps,4.8,91
0,28178,Drama,16000000,Hachi: A Dog's Tale,7.7,1717
1,28178,Family,16000000,Hachi: A Dog's Tale,7.7,1717
0,264656,Western,16000000,The Homesman,6.4,258
1,264656,Drama,16000000,The Homesman,6.4,258
0,35696,Comedy,15600000,Juwanna Mann,4.2,20
1,35696,Drama,15600000,Juwanna Mann,4.2,20
0,16351,War,0,Ararat,5.7,16
1,16351,Drama,0,Ararat,5.7,16
0,2110,Drama,15300000,Wasabi,6.2,283
1,2110,Action,15300000,Wasabi,6.2,283
2,2110,Comedy,15300000,Wasabi,6.2,283
0,9035,Comedy,15500000,Slither,6.3,317
1,9035,Horror,15500000,Slither,6.3,317
2,9035,Science Fiction,15500000,Slither,6.3,317
0,90,Action,15000000,Beverly Hills Cop,6.8,961
1,90,Comedy,15000000,Beverly Hills Cop,6.8,961
2,90,Crime,15000000,Beverly Hills Cop,6.8,961
0,771,Comedy,18000000,Home Alone,7.1,2414
1,771,Family,18000000,Home Alone,7.1,2414
0,12154,Family,0,Three Men and a Baby,5.8,253
1,12154,Comedy,0,Three Men and a Baby,5.8,253
2,12154,Drama,0,Three Men and a Baby,5.8,253
0,9576,Comedy,21000000,Tootsie,6.9,421
1,9576,Romance,21000000,Tootsie,6.9,421
0,744,Action,15000000,Top Gun,6.7,1698
1,744,Romance,15000000,Top Gun,6.7,1698
2,744,War,15000000,Top Gun,6.7,1698
0,146,Adventure,17000000,卧虎藏龙,7.2,927
1,146,Drama,17000000,卧虎藏龙,7.2,927
2,146,Action,17000000,卧虎藏龙,7.2,927
3,146,Romance,17000000,卧虎藏龙,7.2,927
0,14,Drama,15000000,American Beauty,7.9,3313
0,45269,Drama,15000000,The King's Speech,7.6,2752
1,45269,History,15000000,The King's Speech,7.6,2752
0,9493,Comedy,15000000,Twins,5.7,559
0,22556,Drama,15000000,The Yellow Handkerchief,6.4,52
1,22556,Romance,15000000,The Yellow Handkerchief,6.4,52
0,873,Drama,15000000,The Color Purple,7.7,338
0,33196,Action,16000000,해운대,6.5,48
1,33196,Adventure,16000000,해운대,6.5,48
2,33196,Drama,16000000,해운대,6.5,48
3,33196,Thriller,16000000,해운대,6.5,48
0,205596,History,14000000,The Imitation Game,8.0,5723
1,205596,Drama,14000000,The Imitation Game,8.0,5723
2,205596,Thriller,14000000,The Imitation Game,8.0,5723
3,205596,War,14000000,The Imitation Game,8.0,5723
0,10765,Comedy,0,Private Benjamin,6.0,102
0,16769,Drama,15000000,Coal Miner's Daughter,7.2,67
1,16769,Music,15000000,Coal Miner's Daughter,7.2,67
0,33217,Comedy,15000000,Diary of a Wimpy Kid,5.9,355
1,33217,Family,15000000,Diary of a Wimpy Kid,5.9,355
0,132232,Horror,15000000,Mama,6.0,1401
0,11153,Comedy,15000000,National Lampoon's Vacation,7.1,410
1,11153,Adventure,15000000,National Lampoon's Vacation,7.1,410
2,11153,Romance,15000000,National Lampoon's Vacation,7.1,410
0,208134,Comedy,15000000,Jackass Presents: Bad Grandpa,6.0,680
0,1165,Drama,15000000,The Queen,6.8,338
0,4011,Fantasy,15000000,Beetlejuice,7.1,1444
1,4011,Comedy,15000000,Beetlejuice,7.1,1444
0,9587,Drama,18000000,Little Women,7.0,215
1,9587,Romance,18000000,Little Women,7.0,215
0,65086,Drama,17000000,The Woman in Black,6.1,1206
1,65086,Horror,17000000,The Woman in Black,6.1,1206
2,65086,Thriller,17000000,The Woman in Black,6.1,1206
0,10053,Horror,15000000,When a Stranger Calls,5.4,268
1,10053,Thriller,15000000,When a Stranger Calls,5.4,268
0,11870,Comedy,15000000,Big Fat Liar,5.6,197
1,11870,Family,15000000,Big Fat Liar,5.6,197
0,11778,Drama,15000000,The Deer Hunter,7.8,921
1,11778,War,15000000,The Deer Hunter,7.8,921
0,586,Comedy,15000000,Wag the Dog,6.7,270
1,586,Drama,15000000,Wag the Dog,6.7,270
0,134411,Thriller,35000000,Snitch,5.8,1138
1,134411,Drama,35000000,Snitch,5.8,1138
0,287903,Horror,15000000,Krampus,5.9,584
1,287903,Comedy,15000000,Krampus,5.9,584
2,287903,Fantasy,15000000,Krampus,5.9,584
0,9276,Horror,15000000,The Faculty,6.2,492
1,9276,Mystery,15000000,The Faculty,6.2,492
2,9276,Science Fiction,15000000,The Faculty,6.2,492
0,15765,Drama,0,What's Love Got to Do with It,6.9,72
1,15765,Music,0,What's Love Got to Do with It,6.9,72
0,2142,Action,15000000,Cop Land,6.6,382
1,2142,Crime,15000000,Cop Land,6.6,382
2,2142,Drama,15000000,Cop Land,6.6,382
0,11397,Comedy,16000000,Not Another Teen Movie,5.5,431
0,77016,Crime,7000000,End of Watch,7.2,1170
1,77016,Drama,7000000,End of Watch,7.2,1170
2,77016,Thriller,7000000,End of Watch,7.2,1170
0,11478,Crime,15000000,The Skulls,5.8,156
1,11478,Drama,15000000,The Skulls,5.8,156
2,11478,Thriller,15000000,The Skulls,5.8,156
0,266856,Drama,15000000,The Theory of Everything,7.8,3311
1,266856,Romance,15000000,The Theory of Everything,7.8,3311
0,13411,Comedy,0,Malibu's Most Wanted,4.7,77
1,13411,Crime,0,Malibu's Most Wanted,4.7,77
0,10564,Comedy,15000000,Where the Heart Is,6.9,155
1,10564,Drama,15000000,Where the Heart Is,6.9,155
2,10564,Romance,15000000,Where the Heart Is,6.9,155
0,947,Adventure,15000000,Lawrence of Arabia,7.8,851
1,947,Drama,15000000,Lawrence of Arabia,7.8,851
2,947,History,15000000,Lawrence of Arabia,7.8,851
3,947,War,15000000,Lawrence of Arabia,7.8,851
0,24150,Horror,15000000,Halloween II,5.1,267
0,228970,Drama,15000000,Wild,7.0,951
0,18405,Crime,15000000,The Last House on the Left,6.2,440
1,18405,Thriller,15000000,The Last House on the Left,6.2,440
2,18405,Horror,15000000,The Last House on the Left,6.2,440
3,18405,Drama,15000000,The Last House on the Left,6.2,440
0,6961,Comedy,15000000,The Wedding Date,6.2,230
1,6961,Romance,15000000,The Wedding Date,6.2,230
0,11442,Horror,13000000,Halloween: Resurrection,4.5,228
1,11442,Thriller,13000000,Halloween: Resurrection,4.5,228
0,2493,Adventure,16000000,The Princess Bride,7.6,1486
1,2493,Family,16000000,The Princess Bride,7.6,1486
2,2493,Fantasy,16000000,The Princess Bride,7.6,1486
3,2493,Comedy,16000000,The Princess Bride,7.6,1486
4,2493,Romance,16000000,The Princess Bride,7.6,1486
0,14047,Drama,15000000,The Great Debaters,6.9,151
0,64690,Drama,15000000,Drive,7.4,3725
1,64690,Action,15000000,Drive,7.4,3725
2,64690,Thriller,15000000,Drive,7.4,3725
3,64690,Crime,15000000,Drive,7.4,3725
0,11132,Comedy,15000000,Confessions of a Teenage Drama Queen,5.1,221
0,17127,Comedy,15000000,The Object of My Affection,5.6,72
1,17127,Drama,15000000,The Object of My Affection,5.6,72
2,17127,Romance,15000000,The Object of My Affection,5.6,72
0,1562,Horror,15000000,28 Weeks Later,6.5,1197
1,1562,Thriller,15000000,28 Weeks Later,6.5,1197
2,1562,Science Fiction,15000000,28 Weeks Later,6.5,1197
0,232679,Drama,15000000,When the Game Stands Tall,6.3,130
0,14736,Action,20000000,Love & Basketball,7.4,88
1,14736,Comedy,20000000,Love & Basketball,7.4,88
2,14736,Drama,20000000,Love & Basketball,7.4,88
3,14736,Romance,20000000,Love & Basketball,7.4,88
0,9434,Action,0,Grosse Pointe Blank,6.9,275
1,9434,Comedy,0,Grosse Pointe Blank,6.9,275
2,9434,Thriller,0,Grosse Pointe Blank,6.9,275
3,9434,Romance,0,Grosse Pointe Blank,6.9,275
0,23706,Comedy,15000000,All About Steve,4.7,295
0,11531,Mystery,0,Book of Shadows: Blair Witch 2,4.3,212
1,11531,Thriller,0,Book of Shadows: Blair Witch 2,4.3,212
2,11531,Horror,0,Book of Shadows: Blair Witch 2,4.3,212
0,9100,Drama,15000000,The Craft,6.3,380
1,9100,Fantasy,15000000,The Craft,6.3,380
2,9100,Horror,15000000,The Craft,6.3,380
3,9100,Thriller,15000000,The Craft,6.3,380
0,116,Drama,15000000,Match Point,7.3,1105
1,116,Thriller,15000000,Match Point,7.3,1105
2,116,Crime,15000000,Match Point,7.3,1105
3,116,Romance,15000000,Match Point,7.3,1105
0,38843,Comedy,0,Ramona and Beezus,6.1,245
1,38843,Family,0,Ramona and Beezus,6.1,245
0,1245,Drama,11500000,The Remains of the Day,7.5,202
1,1245,Romance,11500000,The Remains of the Day,7.5,202
0,4995,Drama,15000000,Boogie Nights,7.5,796
0,10413,Action,0,Nowhere to Run,5.5,119
1,10413,Adventure,0,Nowhere to Run,5.5,119
2,10413,Drama,0,Nowhere to Run,5.5,119
3,10413,Thriller,0,Nowhere to Run,5.5,119
0,14012,Drama,15000000,Flicka,6.1,52
0,9793,Horror,15000000,The Hills Have Eyes II,5.2,351
1,9793,Thriller,15000000,The Hills Have Eyes II,5.2,351
0,12212,Horror,14000000,Urban Legends: Final Cut,4.4,100
0,8975,Action,20000000,The Marine,5.0,163
1,8975,Adventure,20000000,The Marine,5.0,163
2,8975,Drama,20000000,The Marine,5.0,163
3,8975,Thriller,20000000,The Marine,5.0,163
0,342521,Action,15000000,Keanu,6.0,421
1,342521,Comedy,15000000,Keanu,6.0,421
0,45272,Drama,15000000,Country Strong,5.9,80
1,45272,Romance,15000000,Country Strong,5.9,80
0,9424,Mystery,15000000,Disturbing Behavior,5.5,104
1,9424,Horror,15000000,Disturbing Behavior,5.5,104
2,9424,Science Fiction,15000000,Disturbing Behavior,5.5,104
0,97367,Drama,15000000,The Place Beyond the Pines,6.8,1653
1,97367,Crime,15000000,The Place Beyond the Pines,6.8,1653
0,254904,Crime,15000000,The November Man,6.0,639
1,254904,Action,15000000,The November Man,6.0,639
2,254904,Thriller,15000000,The November Man,6.0,639
0,18681,Drama,15000000,Eye of the Beholder,5.3,42
1,18681,Mystery,15000000,Eye of the Beholder,5.3,42
2,18681,Thriller,15000000,Eye of the Beholder,5.3,42
0,12162,Drama,15000000,The Hurt Locker,7.2,1840
1,12162,Thriller,15000000,The Hurt Locker,7.2,1840
2,12162,War,15000000,The Hurt Locker,7.2,1840
0,11495,Fantasy,15000000,Firestarter,5.9,173
1,11495,Drama,15000000,Firestarter,5.9,173
2,11495,Horror,15000000,Firestarter,5.9,173
3,11495,Action,15000000,Firestarter,5.9,173
4,11495,Thriller,15000000,Firestarter,5.9,173
0,64689,Crime,15000000,Killing Them Softly,5.8,742
1,64689,Thriller,15000000,Killing Them Softly,5.8,742
0,157849,Thriller,15000000,A Most Wanted Man,6.5,541
0,13166,Comedy,0,Freddy Got Fingered,4.6,115
0,15511,Adventure,0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
1,15511,Animation,0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
2,15511,Comedy,0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
3,15511,Science Fiction,0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
4,15511,Family,0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25
0,12211,Action,25000000,Highlander: Endgame,4.4,104
1,12211,Fantasy,25000000,Highlander: Endgame,4.4,104
2,12211,Science Fiction,25000000,Highlander: Endgame,4.4,104
0,13816,Crime,0,Idlewild,5.1,17
1,13816,Drama,0,Idlewild,5.1,17
2,13816,Music,0,Idlewild,5.1,17
0,51828,Drama,15000000,One Day,7.0,978
1,51828,Romance,15000000,One Day,7.0,978
0,22798,Drama,15000000,Whip It,6.7,357
0,7501,Crime,15000000,Knockaround Guys,5.9,97
1,7501,Thriller,15000000,Knockaround Guys,5.9,97
0,10743,Action,0,Confidence,6.4,126
1,10743,Comedy,0,Confidence,6.4,126
2,10743,Thriller,0,Confidence,6.4,126
3,10743,Crime,0,Confidence,6.4,126
0,37718,Fantasy,0,The Muse,5.3,31
1,37718,Comedy,0,The Muse,5.3,31
0,15237,Drama,20000000,De-Lovely,6.3,32
1,15237,Music,20000000,De-Lovely,6.3,32
0,9686,Comedy,15000000,New York Stories,6.2,64
1,9686,Drama,15000000,New York Stories,6.2,64
2,9686,Romance,15000000,New York Stories,6.2,64
0,97430,Action,15000000,The Man with the Iron Fists,5.2,358
0,12257,Drama,15000000,Home Fries,4.8,32
1,12257,Comedy,15000000,Home Fries,4.8,32
2,12257,Romance,15000000,Home Fries,4.8,32
0,13539,Romance,0,Here On Earth,5.4,48
0,68,Comedy,15000000,Brazil,7.5,861
1,68,Science Fiction,15000000,Brazil,7.5,861
0,14024,Music,15000000,Raise Your Voice,6.0,211
1,14024,Drama,15000000,Raise Your Voice,6.0,211
2,14024,Romance,15000000,Raise Your Voice,6.0,211
0,115,Comedy,15000000,The Big Lebowski,7.8,2926
1,115,Crime,15000000,The Big Lebowski,7.8,2926
0,7874,Drama,15000000,Black Snake Moan,6.6,243
0,4911,Action,15000000,Dark Blue,6.5,85
1,4911,Crime,15000000,Dark Blue,6.5,85
2,4911,Drama,15000000,Dark Blue,6.5,85
3,4911,Thriller,15000000,Dark Blue,6.5,85
0,1988,Drama,16000000,A Mighty Heart,6.7,95
1,1988,Thriller,16000000,A Mighty Heart,6.7,95
0,9557,Comedy,20000000,Boat Trip,4.7,146
0,9026,Comedy,0,The Importance of Being Earnest,6.7,127
1,9026,Drama,0,The Importance of Being Earnest,6.7,127
2,9026,History,0,The Importance of Being Earnest,6.7,127
3,9026,Romance,0,The Importance of Being Earnest,6.7,127
0,18276,Drama,0,Hoot,5.5,44
1,18276,Family,0,Hoot,5.5,44
0,8321,Comedy,15000000,In Bruges,7.4,1388
1,8321,Drama,15000000,In Bruges,7.4,1388
2,8321,Crime,15000000,In Bruges,7.4,1388
0,72359,Comedy,15,Peeples,5.6,26
0,10186,Comedy,15000000,The Rocker,5.6,156
1,10186,Music,15000000,The Rocker,5.6,156
0,25704,Comedy,15000000,Post Grad,5.0,100
0,133694,Drama,15000000,Promised Land,6.0,243
0,19265,Comedy,15000000,Whatever Works,6.8,350
1,19265,Romance,15000000,Whatever Works,6.8,350
0,36047,Thriller,15000000,The In Crowd,4.7,15
0,8053,Adventure,15000000,The Three Burials of Melquiades Estrada,7.0,177
1,8053,Crime,15000000,The Three Burials of Melquiades Estrada,7.0,177
2,8053,Drama,15000000,The Three Burials of Melquiades Estrada,7.0,177
3,8053,Mystery,15000000,The Three Burials of Melquiades Estrada,7.0,177
4,8053,Western,15000000,The Three Burials of Melquiades Estrada,7.0,177
0,2290,Comedy,0,Jakob the Liar,6.0,90
1,2290,Drama,0,Jakob the Liar,6.0,90
2,2290,History,0,Jakob the Liar,6.0,90
0,5236,Action,15000000,Kiss Kiss Bang Bang,7.2,886
1,5236,Comedy,15000000,Kiss Kiss Bang Bang,7.2,886
2,5236,Crime,15000000,Kiss Kiss Bang Bang,7.2,886
3,5236,Mystery,15000000,Kiss Kiss Bang Bang,7.2,886
0,6552,Thriller,25000000,Idle Hands,6.1,182
1,6552,Comedy,25000000,Idle Hands,6.1,182
2,6552,Horror,25000000,Idle Hands,6.1,182
0,1018,Thriller,15000000,Mulholland Drive,7.6,1477
1,1018,Drama,15000000,Mulholland Drive,7.6,1477
2,1018,Mystery,15000000,Mulholland Drive,7.6,1477
0,10075,Drama,0,Blood and Chocolate,5.4,87
1,10075,Fantasy,0,Blood and Chocolate,5.4,87
2,10075,Horror,0,Blood and Chocolate,5.4,87
3,10075,Romance,0,Blood and Chocolate,5.4,87
0,42188,Drama,15000000,Never Let Me Go,6.8,737
1,42188,Romance,15000000,Never Let Me Go,6.8,737
2,42188,Science Fiction,15000000,Never Let Me Go,6.8,737
0,6687,Thriller,15000000,Transsiberian,6.5,195
1,6687,Crime,15000000,Transsiberian,6.5,195
2,6687,Mystery,15000000,Transsiberian,6.5,195
0,13853,Adventure,15000000,The Clan of the Cave Bear,4.8,27
1,13853,Drama,15000000,The Clan of the Cave Bear,4.8,27
0,8461,Horror,15000000,Funny Games,6.3,545
1,8461,Thriller,15000000,Funny Games,6.3,545
2,8461,Crime,15000000,Funny Games,6.3,545
0,331592,Drama,0,Listening,5.5,31
1,331592,Thriller,0,Listening,5.5,31
2,331592,Science Fiction,0,Listening,5.5,31
0,47692,Drama,0,Felicia's Journey,6.6,23
0,19,Drama,92620000,Metropolis,8.0,657
1,19,Science Fiction,92620000,Metropolis,8.0,657
0,10045,Action,12000000,Banlieue 13,6.5,565
1,10045,Thriller,12000000,Banlieue 13,6.5,565
2,10045,Science Fiction,12000000,Banlieue 13,6.5,565
0,400,Drama,8000000,Things to Do in Denver When You're Dead,6.7,85
1,400,Crime,8000000,Things to Do in Denver When You're Dead,6.7,85
0,253450,Action,15000000,刺客聶隱娘,6.6,157
1,253450,Drama,15000000,刺客聶隱娘,6.6,157
2,253450,History,15000000,刺客聶隱娘,6.6,157
0,9104,Drama,15000000,Buffalo Soldiers,6.5,93
1,9104,Comedy,15000000,Buffalo Soldiers,6.5,93
2,9104,War,15000000,Buffalo Soldiers,6.5,93
3,9104,Crime,15000000,Buffalo Soldiers,6.5,93
4,9104,Thriller,15000000,Buffalo Soldiers,6.5,93
0,11190,Thriller,0,Возвращение,7.4,100
1,11190,Drama,0,Возвращение,7.4,100
2,11190,Mystery,0,Возвращение,7.4,100
0,16353,Adventure,8500000,Ong Bak 2,6.0,152
1,16353,Action,8500000,Ong Bak 2,6.0,152
2,16353,Thriller,8500000,Ong Bak 2,6.0,152
0,23759,Adventure,12000000,Centurion,5.9,386
1,23759,Action,12000000,Centurion,5.9,386
2,23759,Drama,12000000,Centurion,5.9,386
0,10185,Mystery,15000000,The Midnight Meat Train,6.0,290
1,10185,Drama,15000000,The Midnight Meat Train,6.0,290
2,10185,Crime,15000000,The Midnight Meat Train,6.0,290
3,10185,Thriller,15000000,The Midnight Meat Train,6.0,290
4,10185,Horror,15000000,The Midnight Meat Train,6.0,290
0,13501,Comedy,15000000,The Good Night,5.7,41
1,13501,Drama,15000000,The Good Night,5.7,41
2,13501,Romance,15000000,The Good Night,5.7,41
3,13501,Fantasy,15000000,The Good Night,5.7,41
4,13501,Music,15000000,The Good Night,5.7,41
0,15208,Drama,0,Bathory,5.6,31
1,15208,Fantasy,0,Bathory,5.6,31
0,172391,Animation,20000000,Khumba,5.8,72
1,172391,Adventure,20000000,Khumba,5.8,72
2,172391,Family,20000000,Khumba,5.8,72
0,262543,Thriller,7000000,Autómata,5.6,670
1,262543,Science Fiction,7000000,Autómata,5.6,670
0,9288,Action,0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
1,9288,Adventure,0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
2,9288,Fantasy,0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
0,370980,Drama,15000000,Chiamatemi Francesco - Il Papa della gente,7.3,12
0,20083,Drama,15000000,新宿事件,6.7,65
1,20083,Action,15000000,新宿事件,6.7,65
2,20083,Thriller,15000000,新宿事件,6.7,65
3,20083,Crime,15000000,新宿事件,6.7,65
0,137,Romance,14600000,Groundhog Day,7.4,2301
1,137,Fantasy,14600000,Groundhog Day,7.4,2301
2,137,Drama,14600000,Groundhog Day,7.4,2301
3,137,Comedy,14600000,Groundhog Day,7.4,2301
0,264999,Comedy,14800000,Magic Mike XXL,6.3,706
1,264999,Drama,14800000,Magic Mike XXL,6.3,706
2,264999,Music,14800000,Magic Mike XXL,6.3,706
0,454,Drama,14500000,Romeo + Juliet,6.7,1374
1,454,Romance,14500000,Romeo + Juliet,6.7,1374
0,288980,Drama,14500000,Freedom,5.8,9
0,33,Western,14000000,Unforgiven,7.7,1113
0,1951,Drama,14200000,Manderlay,6.9,78
0,12405,Drama,15000000,Slumdog Millionaire,7.6,2827
1,12405,Romance,15000000,Slumdog Millionaire,7.6,2827
0,10998,Drama,14000000,Fatal Attraction,6.6,291
1,10998,Romance,14000000,Fatal Attraction,6.6,291
2,10998,Thriller,14000000,Fatal Attraction,6.6,291
0,114,Romance,14000000,Pretty Woman,7.0,1746
1,114,Comedy,14000000,Pretty Woman,7.0,1746
0,9396,Adventure,0,Crocodile Dundee II,5.5,303
1,9396,Comedy,0,Crocodile Dundee II,5.5,303
0,2604,Drama,14000000,Born on the Fourth of July,6.7,395
1,2604,War,14000000,Born on the Fourth of July,6.7,395
0,864,Comedy,14000000,Cool Runnings,6.8,491
0,14435,Mystery,15000000,My Bloody Valentine,5.3,299
1,14435,Horror,15000000,My Bloody Valentine,5.3,299
0,1931,Drama,13000000,Stomp the Yard,6.1,88
1,1931,Music,13000000,Stomp the Yard,6.1,88
0,691,Adventure,14000000,The Spy Who Loved Me,6.6,507
1,691,Action,14000000,The Spy Who Loved Me,6.6,507
2,691,Thriller,14000000,The Spy Who Loved Me,6.6,507
0,9877,Horror,14000000,Urban Legend,5.6,290
1,9877,Thriller,14000000,Urban Legend,5.6,290
0,12227,Action,14000000,White Fang,6.5,135
1,12227,Adventure,14000000,White Fang,6.5,135
2,12227,Drama,14000000,White Fang,6.5,135
3,12227,Family,14000000,White Fang,6.5,135
0,71688,History,13000000,The Iron Lady,6.2,527
1,71688,Drama,13000000,The Iron Lady,6.2,527
0,8291,Drama,14000000,Poetic Justice,6.9,47
1,8291,Romance,14000000,Poetic Justice,6.9,47
0,13950,Action,14000000,All About the Benjamins,5.8,48
1,13950,Adventure,14000000,All About the Benjamins,5.8,48
2,13950,Comedy,14000000,All About the Benjamins,5.8,48
0,12158,Comedy,14000000,Vampire in Brooklyn,4.5,111
1,12158,Horror,14000000,Vampire in Brooklyn,4.5,111
2,12158,Romance,14000000,Vampire in Brooklyn,4.5,111
0,11586,Horror,14000000,Exorcist II: The Heretic,4.5,133
1,11586,Thriller,14000000,Exorcist II: The Heretic,4.5,133
2,11586,Fantasy,14000000,Exorcist II: The Heretic,4.5,133
0,10008,Horror,0,An American Haunting,5.3,142
1,10008,Thriller,0,An American Haunting,5.3,142
0,12403,Thriller,14000000,A Perfect Getaway,6.2,351
1,12403,Mystery,14000000,A Perfect Getaway,6.2,351
2,12403,Adventure,14000000,A Perfect Getaway,6.2,351
0,34563,Comedy,14000000,Our Family Wedding,5.7,39
0,14557,Comedy,0,Dead Man on Campus,5.6,49
0,10368,Comedy,12000000,Tea with Mussolini,5.8,32
1,10368,Drama,12000000,Tea with Mussolini,5.8,32
2,10368,War,12000000,Tea with Mussolini,5.8,32
0,10280,Horror,0,Thinner,5.5,124
1,10280,Thriller,0,Thinner,5.5,124
0,12637,Drama,0,"New York, New York",6.1,67
1,12637,Music,0,"New York, New York",6.1,67
2,12637,Romance,0,"New York, New York",6.1,67
0,34152,Comedy,0,Crooklyn,6.7,31
1,34152,Drama,0,Crooklyn,6.7,31
0,11470,Horror,11000000,Jason X,4.5,291
1,11470,Science Fiction,11000000,Jason X,4.5,291
0,10741,History,0,Bobby,6.4,119
1,10741,Drama,0,Bobby,6.4,119
0,24940,Comedy,14000000,Head Over Heels,5.3,73
1,24940,Romance,14000000,Head Over Heels,5.3,73
0,82679,Comedy,14000000,Fun Size,5.5,134
0,2013,Drama,14000000,Le scaphandre et le papillon,7.4,283
0,1440,Romance,26000000,Little Children,6.9,240
1,1440,Drama,26000000,Little Children,6.9,240
0,18041,Drama,14000000,Gossip,5.5,68
1,18041,Mystery,14000000,Gossip,5.5,68
2,18041,Thriller,14000000,Gossip,5.5,68
0,28029,Drama,14000000,A Walk on the Moon,6.2,21
1,28029,Romance,14000000,A Walk on the Moon,6.2,21
0,1123,Action,0,Catch a Fire,6.4,25
1,1123,Drama,0,Catch a Fire,6.4,25
2,1123,Thriller,0,Catch a Fire,6.4,25
0,87729,Drama,14000000,Jefferson in Paris,5.2,10
1,87729,Romance,14000000,Jefferson in Paris,5.2,10
0,245700,History,0,Mr. Turner,6.3,204
1,245700,Drama,0,Mr. Turner,6.3,204
0,37842,Drama,0,Les herbes folles,5.8,22
1,37842,Romance,0,Les herbes folles,5.8,22
0,9045,Drama,0,Amen.,7.1,75
1,9045,History,0,Amen.,7.1,75
0,44092,History,12000000,剑雨,6.7,57
1,44092,Action,12000000,剑雨,6.7,57
0,44754,Drama,14000000,Margaret,6.1,86
0,23988,Comedy,108,Stan Helsing,4.0,97
1,23988,Horror,108,Stan Helsing,4.0,97
0,43949,Romance,14000000,Flipped,7.4,418
1,43949,Drama,14000000,Flipped,7.4,418
0,142,Drama,14000000,Brokeback Mountain,7.5,1480
1,142,Romance,14000000,Brokeback Mountain,7.5,1480
0,9603,Comedy,12000000,Clueless,6.9,803
1,9603,Drama,12000000,Clueless,6.9,803
2,9603,Romance,12000000,Clueless,6.9,803
0,10712,Drama,13500000,Far from Heaven,6.9,144
